,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
35648,8997,2015,ford focus,good,4,gas,33552,automatic,sedan,brown,0,2019-03-08,43
35649,15990,2012,ford f-250 sd,good,8,gas,113419,automatic,truck,white,1,2018-08-07,47
35650,16990,2011,ford econoline,good,8,gas,104738,automatic,truck,white,0,2018-08-18,30
35651,21990,2013,chevrolet silverado 3500hd,good,8,gas,120000,automatic,truck,white,0,2018-10-15,51
35652,21990,2003,gmc sierra 2500hd,good,8,diesel,81522,automatic,truck,blue,1,2018-09-22,64
35653,14490,2013,chevrolet silverado 3500hd,good,8,gas,174100,automatic,truck,white,1,2018-08-09,24
35654,19990,2010,ford f-350 sd,good,10,gas,51664,manual,truck,white,1,2019-02-16,16
35655,17490,2016,ford econoline,good,10,gas,122637,automatic,truck,yellow,0,2018-06-30,35
35656,16990,2008,ford econoline,good,8,gas,99693,automatic,truck,white,0,2018-08-07,36
35657,17490,2016,ford econoline,good,10,gas,122974,automatic,truck,yellow,0,2019-01-24,33
35658,13490,2012,ford econoline,good,8,gas,80836,automatic,truck,white,0,2018-09-26,70
35659,11990,2011,ford econoline,good,8,gas,146100,automatic,truck,white,0,2018-08-17,69
35660,8900,2009,chevrolet silverado,good,8,gas,131285,automatic,pickup,white,0,2018-06-14,84
35661,4900,2005,gmc yukon,excellent,8,gas,142334,automatic,SUV,white,1,2019-01-19,56
35662,7500,2014,chevrolet cruze,excellent,4,gas,87605,automatic,sedan,blue,0,2018-05-23,8
35663,26997,2017,chevrolet colorado,like new,6,gas,36110,automatic,truck,black,0,2018-08-25,6
35664,18900,2016,ford edge,good,6,gas,54000,automatic,SUV,grey,1,2018-10-20,21
35665,18850,2015,buick enclave,good,6,gas,75200,automatic,SUV,blue,1,2019-03-20,32
35666,31000,2014,ford f-250,good,8,diesel,162391,automatic,truck,black,1,2018-08-27,57
35667,13000,2015,jeep cherokee,good,4,gas,65600,automatic,SUV,white,0,2018-07-02,27
35668,10990,2016,volkswagen jetta,excellent,4,gas,63000,automatic,sedan,grey,0,2018-12-18,55
35669,15590,2015,toyota rav4,excellent,4,gas,83000,automatic,SUV,white,1,2018-05-13,23
35670,22690,2018,subaru forester,excellent,4,gas,119525,automatic,SUV,grey,1,2019-01-19,11
35671,29997,2017,ram 1500,like new,8,gas,64610,automatic,truck,white,0,2018-12-23,69
35672,12995,2007,toyota tundra,good,8,gas,170493,automatic,pickup,grey,1,2018-08-31,17
35673,9400,2011,chevrolet equinox,good,4,gas,118576,automatic,SUV,white,1,2018-09-26,27
35674,14900,2013,ford edge,good,4,gas,129094,automatic,SUV,white,1,2019-01-25,68
35675,9900,2011,ford edge,good,6,gas,87485,automatic,SUV,white,0,2018-05-02,35
35676,17990,2015,ford f-150,good,6,gas,129000,automatic,truck,white,1,2018-05-19,41
35677,54959,2018,chevrolet silverado 2500hd,like new,8,diesel,24500,automatic,truck,white,1,2018-07-10,32
35678,11995,2010,subaru outback,excellent,6,gas,131580,automatic,wagon,grey,0,2018-05-29,62
35679,17450,2012,jeep wrangler,good,6,gas,134000,other,SUV,silver,1,2019-02-24,16
35680,13300,2017,ford escape,good,4,gas,126000,automatic,SUV,silver,1,2019-02-27,22
35681,12990,2011,chevrolet silverado,like new,8,gas,140500,automatic,truck,red,1,2018-09-12,15
35682,32984,2015,chevrolet tahoe,like new,8,gas,71000,automatic,SUV,black,1,2018-06-27,5
35683,38997,2018,dodge charger,like new,8,gas,25981,automatic,sedan,yellow,0,2018-06-05,64
35684,6500,2008,honda accord,excellent,4,gas,103,automatic,coupe,red,0,2018-05-31,57
35685,43997,2015,jeep grand cherokee,like new,8,gas,122390,automatic,SUV,black,1,2019-02-21,42
35686,23900,2017,chevrolet colorado,like new,6,gas,77400,automatic,pickup,orange,0,2019-03-31,71
35687,15995,2014,chevrolet tahoe,good,8,gas,152000,automatic,SUV,white,1,2018-07-09,87
35688,6950,2000,jeep cherokee,excellent,6,gas,268000,automatic,SUV,red,1,2018-09-21,41
35689,5000,2009,nissan murano,like new,6,gas,123213,automatic,SUV,silver,1,2018-11-29,11
35690,8200,2010,toyota rav4,excellent,4,gas,168500,automatic,SUV,white,0,2018-09-05,17
35691,10875,2017,chevrolet cruze,good,4,gas,101420,automatic,sedan,black,0,2019-03-03,11
35692,39997,2014,toyota tundra,like new,8,gas,42142,automatic,truck,custom,1,2019-01-18,42
35693,18997,2011,ram 1500,like new,8,gas,104235,automatic,truck,red,0,2018-10-15,83
35694,14600,2018,jeep cherokee,good,4,gas,82000,automatic,SUV,grey,0,2019-02-14,38
35695,19997,2017,chrysler 300,like new,6,gas,108933,automatic,sedan,red,0,2018-11-30,44
35696,18997,2013,buick enclave,like new,6,gas,91349,automatic,SUV,custom,0,2018-09-06,26
35697,32997,2008,jeep wrangler,like new,6,gas,99915,automatic,SUV,custom,1,2018-07-25,61
35698,18850,2015,buick enclave,good,6,gas,75200,automatic,SUV,blue,1,2019-01-06,64
35699,10875,2017,chevrolet cruze,good,4,gas,101420,automatic,sedan,black,0,2018-07-21,24
35700,18997,2005,chevrolet corvette,like new,8,gas,87185,automatic,coupe,silver,0,2018-08-02,44
35701,4500,2008,dodge grand caravan,good,6,gas,199000,automatic,mini-van,silver,0,2018-08-27,85
35702,12990,2014,ford explorer,excellent,6,gas,81000,automatic,SUV,black,0,2019-02-15,78
35703,13000,2015,chevrolet equinox,like new,4,gas,65580,automatic,SUV,white,0,2019-02-21,37
35704,9900,2011,ford edge,good,6,gas,87485,automatic,SUV,white,0,2018-05-24,57
35705,14600,2014,jeep cherokee,good,4,gas,100160,automatic,SUV,grey,0,2019-03-23,3
35706,6495,2011,kia soul,good,4,gas,180624,automatic,SUV,green,0,2019-04-04,36
35707,3499,2009,toyota camry le,excellent,4,gas,298000,automatic,sedan,grey,0,2019-03-23,15
35708,10500,2013,honda civic,excellent,4,gas,49000,automatic,sedan,grey,0,2018-07-30,67
35709,18500,2009,honda civic,excellent,3,gas,52000,automatic,hatchback,black,0,2018-05-17,16
35710,6995,2006,ford ranger,good,6,gas,180311,automatic,truck,custom,0,2019-01-05,43
35711,13900,2017,chevrolet impala,good,6,gas,110100,automatic,sedan,black,0,2018-10-30,29
35712,11988,1999,ford f-250,excellent,8,diesel,173071,automatic,truck,white,1,2019-04-06,10
35713,6700,2012,chevrolet cruze,good,4,gas,154000,automatic,sedan,blue,0,2018-12-09,40
35714,14900,2017,ford edge,good,6,gas,103000,automatic,SUV,white,1,2018-11-15,23
35715,17990,2015,ford f-150,good,6,gas,129000,automatic,truck,white,1,2018-09-12,28
35716,12990,2014,jeep cherokee,good,4,gas,103500,automatic,SUV,custom,1,2018-08-27,42
35717,4900,2002,cadillac escalade,excellent,8,gas,129176,automatic,SUV,white,1,2018-11-22,32
35718,17450,2012,jeep wrangler,good,6,gas,134000,other,SUV,silver,1,2019-02-17,61
35719,15995,2014,chevrolet tahoe,good,8,gas,152000,automatic,SUV,white,1,2019-03-01,22
35720,22990,2018,subaru forester,excellent,4,gas,28000,automatic,SUV,white,1,2018-11-05,88
35721,24990,2018,subaru forester,excellent,4,gas,20000,automatic,SUV,black,1,2018-05-24,17
35722,16990,2017,nissan rogue,excellent,4,gas,66003,automatic,SUV,black,0,2019-01-08,35
35723,7388,2012,ford focus se,excellent,4,gas,79000,automatic,hatchback,red,0,2019-03-08,19
35724,10995,2016,ram 1500,excellent,6,gas,133000,automatic,pickup,white,0,2018-12-13,39
35725,15500,2014,jeep grand cherokee laredo,like new,6,gas,75000,automatic,SUV,grey,0,2019-04-04,4
35726,12900,1987,chevrolet camaro,excellent,8,gas,107000,manual,coupe,black,0,2018-07-30,0
35727,5795,2008,gmc acadia,excellent,6,gas,126000,automatic,SUV,purple,0,2018-12-07,4
35728,14990,2010,chevrolet silverado 1500,good,8,gas,170003,automatic,truck,grey,1,2018-05-20,15
35729,6450,2010,honda accord,excellent,4,gas,152000,automatic,coupe,black,0,2018-08-24,23
35730,5000,2010,kia soul,good,4,gas,99000,automatic,hatchback,green,0,2018-09-10,97
35731,9997,2012,jeep grand cherokee,excellent,6,gas,151204,automatic,SUV,black,1,2018-06-01,4
35732,9997,2017,nissan sentra,good,4,gas,24011,automatic,sedan,white,0,2018-11-18,64
35733,2800,2003,ford mustang,fair,6,gas,181000,automatic,coupe,silver,0,2018-10-23,0
35734,9997,2017,kia soul,excellent,4,gas,30783,automatic,SUV,grey,0,2018-10-28,33
35735,4400,2009,ford focus,good,4,gas,158639,automatic,sedan,red,0,2019-01-28,76
35736,32997,2013,ram 3500,excellent,8,gas,76562,automatic,pickup,black,1,2018-05-05,47
35737,5995,1988,jeep wrangler,good,6,gas,100309,manual,SUV,white,1,2018-08-17,12
35738,12400,2001,jeep wrangler,good,6,gas,108426,automatic,SUV,white,1,2018-09-23,25
35739,3700,2003,nissan altima,good,4,gas,243708,automatic,sedan,silver,0,2018-09-02,12
35740,8950,2015,ford fusion,good,4,gas,99507,automatic,sedan,black,0,2018-09-24,18
35741,13900,2016,toyota camry,good,4,gas,60035,automatic,sedan,custom,0,2018-10-14,72
35742,9997,2017,ford focus,excellent,4,gas,33037,automatic,sedan,black,0,2018-08-24,63
35743,6500,2007,ford explorer,excellent,6,gas,113000,automatic,SUV,red,0,2018-08-14,37
35744,2900,2003,honda odyssey,good,6,gas,197778,automatic,van,blue,0,2018-09-06,11
35745,9800,2012,acura tl,excellent,6,gas,123600,automatic,sedan,white,0,2019-02-28,32
35746,7500,2013,nissan altima,excellent,6,gas,140000,automatic,sedan,black,0,2018-06-26,11
35747,7900,2006,dodge dakota,good,8,gas,141200,automatic,truck,silver,1,2018-06-24,74
35748,18400,2017,subaru outback,excellent,4,gas,78000,automatic,SUV,grey,1,2018-06-27,59
35749,3300,2002,hyundai santa fe,good,6,gas,0,automatic,wagon,white,1,2018-10-01,86
35750,6995,2011,honda cr-v,excellent,4,gas,145053,automatic,wagon,black,0,2019-04-03,85
35751,5995,2005,toyota camry,good,6,gas,156102,automatic,sedan,grey,0,2019-02-09,61
35752,11995,2014,hyundai sonata,good,4,gas,58253,automatic,sedan,white,0,2019-01-15,62
35753,11900,2007,chevrolet suburban,good,8,gas,107000,automatic,wagon,custom,1,2018-11-08,45
35754,35687,2018,toyota tundra,like new,8,gas,4000,automatic,pickup,grey,0,2018-12-17,61
35755,17000,2012,chevrolet silverado 1500,excellent,8,gas,143667,automatic,pickup,silver,1,2018-07-07,138
35756,3500,2013,ford edge,good,6,gas,180000,automatic,SUV,orange,0,2019-01-03,151
35757,8497,2014,dodge charger,excellent,6,gas,90817,automatic,sedan,white,0,2018-09-27,104
35758,2800,2012,ram 1500,fair,6,gas,189000,manual,pickup,white,0,2019-02-08,77
35759,5999,2007,toyota rav4,good,6,gas,159455,automatic,SUV,white,1,2018-10-28,44
35760,14995,2014,chevrolet camaro,good,6,gas,62864,automatic,convertible,red,0,2018-07-23,41
35761,5495,2007,ford explorer,good,6,gas,124767,automatic,SUV,blue,1,2018-12-10,73
35762,9997,2014,toyota tacoma,excellent,4,gas,115542,automatic,pickup,white,0,2018-05-15,30
35763,12497,2015,chevrolet colorado,excellent,4,gas,83476,automatic,pickup,white,0,2018-11-08,6
35764,6995,2012,ford focus se,excellent,4,gas,56000,automatic,sedan,silver,0,2018-10-31,32
35765,18995,2014,gmc yukon,good,8,gas,106501,automatic,SUV,silver,1,2018-06-16,59
35766,15000,2018,hyundai elantra,like new,4,gas,2000,automatic,sedan,red,0,2018-12-12,29
35767,16990,2015,subaru forester,excellent,4,gas,119525,automatic,SUV,green,1,2018-10-15,21
35768,18000,1966,ford mustang,excellent,8,gas,125000,automatic,coupe,white,0,2019-02-10,48
35769,15900,2012,chevrolet colorado,excellent,5,gas,55555,automatic,truck,red,1,2018-11-22,35
35770,15590,2017,subaru impreza,excellent,4,gas,23000,automatic,sedan,black,1,2019-03-04,108
35771,2500,2007,chevrolet colorado,excellent,5,gas,77500,automatic,pickup,custom,0,2018-10-12,108
35772,12900,2007,toyota tundra,good,8,gas,120500,automatic,pickup,blue,0,2019-02-16,5
35773,23950,2016,chevrolet silverado 1500,excellent,8,gas,79520,automatic,truck,white,1,2018-07-12,18
35774,25956,2017,jeep wrangler,like new,6,gas,37035,automatic,SUV,black,1,2018-05-09,68
35775,13500,2011,jeep grand cherokee laredo,excellent,8,gas,93000,automatic,SUV,grey,1,2018-10-18,56
35776,8995,2014,chevrolet equinox,excellent,6,gas,178490,automatic,SUV,silver,1,2018-07-16,58
35777,10940,2015,chevrolet malibu,excellent,4,gas,98260,automatic,sedan,white,0,2018-10-13,36
35778,11750,2010,chevrolet silverado,excellent,8,gas,118870,automatic,truck,black,1,2018-12-02,43
35779,35999,2016,chevrolet silverado 2500hd,excellent,8,diesel,144537,automatic,pickup,white,1,2019-01-06,19
35780,6500,2005,toyota camry,like new,6,gas,96384,automatic,sedan,silver,0,2018-09-11,38
35781,2000,2002,honda accord,excellent,4,gas,178000,automatic,sedan,green,0,2018-10-01,23
35782,10500,2012,dodge charger,excellent,8,gas,102000,automatic,sedan,blue,0,2018-09-05,29
35783,9000,2006,toyota tacoma,good,6,gas,196608,automatic,pickup,white,0,2018-05-13,34
35784,25450,2016,chevrolet silverado 1500,excellent,8,gas,53517,automatic,truck,red,1,2019-03-19,65
35785,15850,2012,ford escape,excellent,4,gas,54115,automatic,SUV,silver,0,2018-09-03,22
35786,15995,2018,chevrolet impala,good,6,gas,31983,automatic,sedan,silver,0,2018-09-29,38
35787,6900,2008,kia sorento,good,6,gas,87236,automatic,SUV,black,1,2018-07-03,13
35788,19409,2014,chevrolet silverado,excellent,8,gas,90980,automatic,truck,silver,1,2018-11-02,32
35789,5500,1998,ford f-150,good,8,gas,137272,automatic,truck,red,1,2018-11-21,36
35790,2500,2002,subaru forester,good,4,gas,121373,automatic,SUV,green,1,2019-02-22,66
35791,37500,2018,chevrolet silverado 1500,excellent,8,gas,43000,automatic,pickup,white,1,2018-11-19,15
35792,4750,2004,honda civic,like new,4,gas,121000,automatic,sedan,grey,0,2018-07-05,25
35793,3995,2006,ford escape,good,4,gas,106000,automatic,SUV,green,1,2019-01-08,4
35794,4500,2007,ford focus,good,4,gas,79730,automatic,sedan,blue,0,2018-12-21,97
35795,15900,2012,ford f150,excellent,8,gas,96560,automatic,pickup,blue,1,2018-09-16,19
35796,3675,2008,dodge grand caravan,excellent,6,gas,278506,automatic,mini-van,red,0,2019-01-12,18
35797,3600,2003,chevrolet silverado 2500hd,excellent,8,gas,201927,manual,truck,white,1,2018-09-17,32
35798,10094,2011,toyota rav4,excellent,4,gas,103153,automatic,SUV,white,1,2018-06-07,50
35799,5500,2015,honda cr-v,excellent,4,gas,70000,automatic,hatchback,white,0,2019-04-08,29
35800,3800,2006,ford focus,good,4,gas,109093,automatic,sedan,green,0,2018-11-24,70
35801,3495,2005,chevrolet malibu,excellent,4,gas,94656,automatic,sedan,grey,0,2018-09-12,59
35802,30900,2013,ford f-250 sd,good,8,diesel,105925,automatic,truck,black,1,2019-03-07,55
35803,17900,2008,chevrolet silverado 2500hd,good,8,diesel,207408,automatic,truck,blue,1,2019-04-15,55
35804,22900,2011,gmc sierra 2500hd,good,8,diesel,104715,automatic,truck,white,1,2018-06-01,12
35805,7500,2006,kia sorento,good,6,gas,56513,automatic,SUV,blue,1,2018-07-28,11
35806,19750,2018,ford edge,excellent,6,gas,103000,automatic,SUV,black,0,2019-04-10,26
35807,13657,2014,nissan frontier,excellent,6,gas,78078,automatic,truck,silver,0,2018-06-23,50
35808,5995,2007,ford escape,good,6,gas,72180,automatic,SUV,red,1,2019-01-20,40
35809,16750,2018,dodge grand caravan,excellent,6,gas,41980,automatic,mini-van,black,0,2018-09-07,83
35810,14995,2012,ram 1500,excellent,8,gas,160847,automatic,pickup,black,1,2019-03-27,33
35811,5900,2006,honda accord,excellent,6,gas,113788,automatic,sedan,blue,0,2018-05-19,48
35812,10950,2011,ford f-150,excellent,6,gas,187079,automatic,truck,blue,1,2019-03-22,61
35813,27900,2014,ford f-250 sd,good,8,diesel,175075,automatic,truck,custom,1,2018-05-23,22
35814,16500,2012,ram 1500,good,8,gas,120930,automatic,truck,custom,1,2018-09-20,33
35815,31900,2017,jeep grand cherokee,good,6,gas,28500,automatic,SUV,grey,1,2018-05-10,58
35816,7995,2007,ford explorer,good,6,gas,66258,automatic,SUV,silver,1,2019-04-08,16
35817,14995,2012,ford f-150,good,6,gas,134385,automatic,truck,white,0,2018-07-09,24
35818,10995,2016,kia soul,good,4,gas,116158,automatic,wagon,silver,0,2018-07-10,12
35819,26400,2016,ford mustang gt coupe 2d,good,8,gas,16890,other,coupe,white,0,2018-05-19,31
35820,18500,2008,ram 2500,excellent,6,diesel,155000,automatic,pickup,white,1,2019-02-04,28
35821,7800,2008,bmw x5,excellent,8,gas,98000,automatic,SUV,black,1,2018-07-27,19
35822,49500,2017,ram 3500,like new,6,diesel,30500,automatic,truck,red,0,2019-02-18,47
35823,6990,2014,ford focus,excellent,4,gas,62623,automatic,sedan,white,0,2018-06-14,59
35824,5990,2006,chevrolet colorado,excellent,5,gas,144122,manual,truck,red,0,2018-10-07,58
35825,5990,2014,ford focus se,excellent,4,gas,135913,automatic,sedan,white,0,2018-10-05,114
35826,12990,2012,honda pilot,excellent,6,gas,131803,automatic,SUV,brown,1,2019-04-13,24
35827,13990,2008,jeep wrangler,excellent,6,gas,99915,manual,SUV,yellow,1,2018-12-19,27
35828,17990,2013,toyota tacoma,excellent,6,gas,132220,automatic,truck,brown,0,2018-12-09,33
35829,13990,2010,toyota 4runner,excellent,6,gas,156000,automatic,SUV,white,0,2018-12-20,34
35830,32984,2015,chevrolet tahoe,excellent,8,gas,71000,automatic,SUV,black,1,2018-09-24,20
35831,15990,2014,jeep wrangler,excellent,6,gas,117277,automatic,SUV,black,1,2018-10-22,97
35832,17990,2014,ford expedition,excellent,8,gas,121074,automatic,SUV,red,1,2018-10-21,20
35833,9990,2012,ford fusion,excellent,4,gas,97231,automatic,sedan,silver,0,2018-10-03,80
35834,13990,2015,jeep grand cherokee,excellent,6,gas,115416,automatic,SUV,white,0,2018-12-10,39
35835,13990,2016,subaru forester,excellent,4,gas,100864,automatic,hatchback,red,1,2019-01-29,45
35836,16990,2016,ram 1500,excellent,8,gas,117589,automatic,truck,white,1,2018-08-09,3
35837,11990,2018,nissan sentra,excellent,4,gas,87385,automatic,sedan,grey,0,2019-02-23,80
35838,17990,2017,ram 1500,excellent,6,gas,44992,automatic,truck,white,0,2018-12-12,51
35839,4650,2009,honda accord,excellent,4,gas,143,automatic,sedan,red,0,2018-08-20,22
35840,28500,2015,toyota tundra,excellent,8,gas,81967,automatic,truck,silver,1,2018-09-12,30
35841,19000,2011,ram 1500,good,8,gas,10000,automatic,pickup,silver,1,2018-09-17,96
35842,9950,2012,chevrolet traverse,excellent,6,gas,123123,automatic,SUV,white,1,2019-01-07,15
35843,3000,2014,dodge charger,excellent,6,gas,148674,automatic,sedan,black,0,2019-01-30,37
35844,5500,2010,dodge grand caravan,excellent,6,gas,114162,automatic,mini-van,white,0,2018-11-28,23
35845,8450,2014,ram 3500,excellent,8,gas,121642,automatic,truck,red,0,2018-10-04,63
35846,3950,2010,nissan versa,excellent,4,gas,117830,automatic,hatchback,white,0,2019-02-26,17
35847,6995,2003,gmc sierra 2500hd,good,8,gas,163982,automatic,truck,white,1,2018-11-07,58
35848,12991,2013,ford econoline,good,8,gas,105900,automatic,van,white,0,2019-02-02,24
35849,35988,2016,chevrolet silverado 3500hd,like new,8,diesel,95000,automatic,truck,white,1,2018-08-07,25
35850,4600,2010,subaru forester,good,4,gas,110000,manual,hatchback,white,1,2018-12-27,93
35851,4500,2008,ford fusion,good,4,gas,95321,automatic,sedan,white,0,2019-02-18,16
35852,6995,2013,chevrolet cruze,good,4,gas,69854,automatic,sedan,white,0,2018-09-30,94
35853,3400,2008,chevrolet trailblazer,excellent,6,gas,201276,automatic,SUV,white,1,2018-10-17,39
35854,18250,2017,hyundai santa fe,excellent,6,gas,85441,automatic,SUV,white,0,2018-08-18,18
35855,8800,2014,ford focus se,excellent,4,gas,74000,automatic,hatchback,silver,0,2019-04-04,20
35856,6000,2010,dodge charger,excellent,8,gas,90817,automatic,sedan,white,0,2018-11-06,10
35857,39900,2018,ford f-250 super duty,excellent,8,gas,15187,automatic,truck,black,1,2018-09-04,13
35858,12067,2011,toyota tundra,excellent,8,gas,218113,automatic,truck,silver,1,2018-12-04,18
35859,11420,2012,ram 1500,excellent,8,gas,140617,automatic,truck,white,1,2019-01-31,32
35860,9995,2014,toyota corolla,excellent,4,gas,58052,automatic,sedan,blue,0,2018-05-21,30
35861,12985,2017,toyota corolla,excellent,4,gas,104300,automatic,sedan,red,0,2018-06-09,35
35862,26455,2017,toyota sienna,excellent,6,gas,38063,automatic,mini-van,black,0,2018-08-01,67
35863,34985,2017,ram 3500,excellent,6,diesel,70609,automatic,pickup,white,1,2018-07-22,48
35864,12995,2013,ford fusion se,like new,4,gas,80107,automatic,sedan,white,0,2019-03-23,99
35865,7995,2010,subaru forester,good,4,gas,136509,automatic,SUV,red,1,2018-08-11,30
35866,4595,2009,hyundai elantra,good,4,gas,102867,automatic,sedan,grey,0,2018-08-25,20
35867,6695,2014,nissan altima,excellent,4,gas,100319,automatic,sedan,black,0,2018-12-08,23
35868,7495,2016,chevrolet cruze,excellent,4,gas,87605,automatic,sedan,silver,0,2018-08-13,40
35869,18997,2015,honda civic,like new,4,gas,64110,other,coupe,black,0,2019-04-02,24
35870,7995,2009,honda cr-v,excellent,4,gas,144059,automatic,SUV,white,1,2019-01-30,9
35871,7695,2009,subaru impreza,excellent,4,gas,104831,manual,wagon,blue,1,2018-08-16,90
35872,8995,2010,ford ranger,excellent,4,gas,141500,automatic,pickup,grey,0,2018-08-08,12
35873,14999,2016,toyota corolla,excellent,4,gas,40706,automatic,sedan,black,0,2018-05-03,124
35874,7950,2012,ford escape,good,6,gas,89,automatic,SUV,black,0,2018-11-25,29
35875,5200,1986,gmc sierra,good,8,gas,105000,automatic,pickup,white,0,2018-07-13,55
35876,16500,2014,ford f250,excellent,8,gas,110908,automatic,pickup,white,0,2018-07-03,62
35877,8995,2011,toyota camry,excellent,4,gas,105997,automatic,sedan,black,0,2019-04-10,16
35878,17450,2012,chevrolet silverado 2500hd,excellent,8,diesel,142238,automatic,pickup,white,0,2019-03-29,44
35879,14500,2009,toyota tacoma,like new,6,gas,167000,automatic,truck,silver,1,2019-03-05,25
35880,7500,1977,chevrolet impala,excellent,8,gas,47000,automatic,coupe,orange,0,2018-08-24,77
35881,8500,2000,toyota 4runner,excellent,4,gas,233000,automatic,SUV,black,1,2018-08-19,33
35882,7000,2012,subaru impreza,excellent,4,gas,78000,automatic,sedan,black,1,2019-02-20,27
35883,8200,2011,toyota rav4,excellent,4,gas,122000,automatic,SUV,red,1,2019-02-05,23
35884,20999,2014,ram 1500,excellent,8,gas,95176,automatic,truck,black,1,2019-02-14,70
35885,23297,2013,jeep wrangler unlimited,excellent,6,gas,75389,automatic,SUV,green,1,2018-09-14,18
35886,1850,2005,nissan altima,good,4,gas,199601,automatic,sedan,black,0,2018-08-23,8
35887,12999,2010,toyota tacoma,excellent,4,gas,145418,manual,truck,white,0,2018-12-06,6
35888,7950,2005,ram 1500,good,8,gas,107871,automatic,truck,silver,0,2018-10-15,67
35889,7650,2012,chevrolet colorado,good,4,gas,139402,automatic,truck,white,0,2018-12-02,32
35890,16700,2015,chevrolet camaro,good,6,gas,66570,automatic,coupe,red,0,2018-11-10,58
35891,18849,2017,subaru outback,good,4,gas,88421,automatic,SUV,silver,1,2018-09-26,53
35892,187,2015,chevrolet impala,excellent,6,gas,120946,automatic,sedan,black,0,2018-08-29,35
35893,4500,2010,ford explorer,good,6,gas,141000,automatic,SUV,white,1,2018-08-20,59
35894,8495,2010,subaru outback,excellent,4,gas,112099,automatic,wagon,black,1,2019-03-02,79
35895,20999,2012,chevrolet silverado,excellent,8,gas,97046,automatic,truck,black,1,2019-03-27,10
35896,8650,2004,chevrolet silverado 1500,excellent,8,gas,169000,automatic,truck,grey,1,2018-12-16,18
35897,24800,2014,jeep wrangler unlimited,like new,6,gas,79485,automatic,wagon,grey,1,2019-04-06,13
35898,22999,2013,toyota 4runner,excellent,6,gas,100059,automatic,SUV,white,1,2018-09-11,6
35899,4000,1997,ram 1500,good,8,gas,129000,automatic,pickup,black,1,2019-01-24,48
35900,8450,2013,subaru forester,good,4,gas,137,automatic,SUV,blue,1,2018-11-21,53
35901,1300,2002,chevrolet impala,fair,6,gas,111000,automatic,sedan,blue,0,2018-08-21,20
35902,7990,2013,chevrolet equinox,excellent,4,gas,137500,automatic,SUV,red,0,2019-04-08,92
35903,10450,2016,toyota camry,good,4,gas,119,automatic,sedan,grey,0,2018-10-23,13
35904,2000,1998,honda civic,good,4,gas,159000,manual,coupe,black,0,2019-03-31,56
35905,15999,2009,ford mustang,excellent,8,gas,75000,manual,coupe,red,0,2019-01-03,31
35906,14900,2004,ford f250,good,8,diesel,173,automatic,truck,white,1,2019-03-12,54
35907,8450,2007,acura tl,good,6,gas,160,automatic,sedan,black,0,2019-03-08,5
35908,8500,2014,ford fusion,excellent,4,hybrid,99600,automatic,sedan,grey,0,2019-03-27,50
35909,23999,2013,chrysler 300,excellent,8,gas,82775,automatic,sedan,silver,0,2018-06-10,25
35910,14000,2010,chevrolet silverado 1500,good,8,gas,120000,automatic,truck,blue,1,2018-07-17,34
35911,24900,2014,ford f-150,excellent,8,gas,121928,automatic,truck,black,1,2019-03-21,20
35912,11000,2008,jeep wrangler,good,6,gas,158800,automatic,SUV,grey,1,2019-01-07,52
35913,41500,2016,ford f-150,excellent,6,gas,78300,automatic,truck,black,1,2018-06-26,33
35914,3999,2008,acura tl,good,6,gas,145000,automatic,sedan,red,0,2018-08-28,8
35915,26999,2017,toyota tacoma,excellent,6,gas,125000,automatic,truck,grey,0,2018-07-14,65
35916,26500,2018,nissan frontier crew cab sv,good,6,gas,24209,other,pickup,black,1,2018-07-09,27
35917,8975,2012,toyota camry,excellent,4,hybrid,140000,automatic,coupe,red,0,2018-12-20,37
35918,19999,2008,chevrolet corvette,excellent,8,gas,67000,automatic,coupe,black,0,2018-08-03,26
35919,5000,2004,subaru forester,excellent,4,gas,161000,automatic,SUV,green,1,2018-12-14,38
35920,8995,2009,gmc acadia,excellent,6,gas,102442,automatic,SUV,silver,0,2018-05-31,13
35921,3500,1993,gmc sierra 1500,good,8,gas,153000,automatic,truck,grey,1,2019-01-25,15
35922,4900,2005,gmc yukon,excellent,8,gas,235963,automatic,SUV,white,1,2018-07-05,52
35923,6995,2007,chevrolet colorado,good,5,gas,137724,automatic,truck,red,1,2019-03-18,25
35924,29999,2009,toyota tundra,excellent,8,gas,29823,automatic,truck,white,0,2018-07-26,44
35925,6000,2012,honda civic lx,excellent,4,gas,95000,automatic,coupe,blue,0,2018-06-09,6
35926,3450,2006,honda civic lx,good,4,gas,190,manual,sedan,red,0,2018-09-20,16
35927,18999,2011,chevrolet tahoe,excellent,8,gas,98921,automatic,SUV,black,1,2018-05-10,83
35928,3100,2008,chevrolet impala,good,6,gas,137000,automatic,sedan,white,0,2018-10-19,30
35929,4450,2012,chevrolet cruze,good,4,gas,158,automatic,SUV,blue,0,2018-09-07,22
35930,11399,2013,honda cr-v,good,4,gas,100045,automatic,wagon,grey,1,2019-03-01,1
35931,15499,2004,ram 2500,good,6,diesel,181753,automatic,truck,red,1,2018-07-30,11
35932,8199,2013,toyota corolla,good,4,gas,105065,manual,sedan,black,0,2019-01-25,3
35933,6500,2010,subaru forester,good,4,gas,119525,automatic,SUV,silver,1,2019-02-20,12
